Rating,Title,Review,Author,Date
5,Great app!,"This is such a great app! I had not explored this app that much until this month and I’ve been loving the range of products and discounts they offer. It is also so convenient to use. The only thing that I found is a bit weird is that sometimes products don’t show up in search and can be found when you start browsing the related products. Apart from that, very happy with the shopping experience they provide!",Magical Healing & Awakening,2025-10-19T13:52:29Z
3,Y,Jg,huvxdkcc,2025-10-17T14:37:15Z
5,Love it,Very nice color and material! Worth the price,Smita  Patel,2025-10-05T17:18:34Z
5,Great,Good quality stuff,Farheen Imran Ansari,2025-10-05T12:15:18Z
5,GREAT DEAL,Always good deals & discounts,Rahul5906,2025-10-04T17:34:28Z
5,Good dresses,Nice quality,VensonShiv,2025-10-03T14:57:04Z
1,Delivery,"Many items are showing as unavailable for delivery to my PIN code. I haven’t faced this issue in the past few years, but now it’s happening every day.",Kashyap Sonani,2025-10-02T21:02:23Z
5,So awesome,I love Myntra I can filter for natural fabrics in my size really my size and not worry about stitching and the beautiful designs and variety of both western and Indian clothes is superb. So happy Myntra exists. App is well designed and easy to use as well,Zlisha,2025-12-24T05:31:16Z
5,Goat app,This app must download for best discount deals usefully,J sebastin,2025-12-23T15:45:31Z
5,Nice,Wounderfull product,Nice product in Myntra aap,2025-12-23T07:04:52Z
5,Addictive,Simply spectacular collection 👌👌,sumirvine,2025-12-21T06:03:14Z
1,Fake products,The products are totally different from the app and i try to return and exchange but there’s no other option 🤬I’m very disappointed.,Oshumoba,2025-12-21T02:09:06Z
5,Good,Nice  and warm,Vndna vk,2025-12-20T04:28:13Z
5,Good work,Amazing,Hashimtullah,2025-12-18T05:13:31Z
5,Wonderful online shopping site,I have started using Myntra about a month ago. I am truly happy with their service and their return policy. I opt for my returns to be credited to my Myntra account and it takes just a day after collection for the money to be credited. Haven’t had any cause to complain.,she ben,2025-12-18T02:11:53Z
5,BOROSIL lunch box,It’s amazing quality and design,Hgybhfuytf,2025-12-16T12:09:27Z
5,Nice,Nice,H Monga,2025-12-13T10:13:24Z
5,Great service,😍,Hashu4231,2025-12-10T13:31:50Z
5,Extremely well Product - Must Buy,Bought this for my wife-  she loved it.  All the best to entire team - Kiza.  Keep growing 👍,Sachin Gambhir,2025-12-09T15:31:34Z
5,Excellent,Excellent,Lordshiva1,2025-12-07T23:33:52Z
4,nice app for purchasing,nice,ff 111,2025-12-07T01:36:01Z
5,Exceptional,Exceptional,HSUser1,2025-12-04T19:41:20Z
5,Good quality,Very comfortable and good quality,Kavyapoluru,2025-12-04T15:52:11Z
5,Very good,Very nice material comfortable and to the size. On time delivery,PRAsenior,2025-12-04T12:56:19Z
5,Ab,Cd,Ccccccoocfd,2025-12-04T08:37:34Z
5,Good quality,Good quality,Granger_harry,2025-12-03T09:15:19Z
1,Cluttered and too many ads,This app looks like an ad app more than a e-commerce app. It is cluttered with so many disorganized options and the ads popping up everywhere. It is the worst experience. The product team should focus on the experience rather than putting it out everything. This is the worst app I’ve ever used. The product and the design team are not doing a good job. Learn the basic principles of the app design. The icons are so small and they’re not placed correctly. You should learn from the user flow use experience please work on this. Thank you,im-rohan,2025-12-02T15:56:54Z
1,Item was not delivered and customer care gave no support,Order was marked as delivered without the product delivery and customer care gave answer this cant be assisted,Santhoshprakash,2025-09-04T15:59:04Z
5,Sapna,Beautiful Saree. Looks gorgeous and easy to carry,Sapna Nagaraj,2025-09-04T05:46:52Z
5,Worth for money,The fabric is really good i like the fitting of the shirt and the color is as it is as shown in the images,Qulamin,2025-09-02T01:05:52Z
1,App misbehaving - Return orders,"I am quite sure that I had placed return request on certain delivered items that I received. On not receiving any update for a few days, I checked the orders and found out that somehow my return request was reset on the app! And now the product is out of return window.",NicknamesCustomer,2025-09-01T08:01:25Z
5,Amazing website,Great products,hwiiskdbdbnddmmdmd,2025-08-30T11:11:41Z
5,Best for shopping,I live in usa but when i come to india this is my shopping destination.!,Vaelyn123,2025-08-25T17:22:50Z
5,Jumpsuit,It’s beautiful 😍,setu6665,2025-08-25T08:12:51Z
5,"Good collection, amazing speed and ease of return","Good collection, amazing speed and ease of return",Macmoby,2025-08-23T12:27:36Z
5,Superb cotton,It’s very good,Not allowing many names,2025-08-22T17:08:46Z
5,Love the quality and fit,It looks and feels amazing!,SS007original,2025-08-22T13:10:09Z
5,Easy navigation and faster checkout,Very easy to use the app and the checkout process is very smooth.,Dj421v,2025-08-20T15:44:01Z
5,good quality,Looks just like the picture- value for money,swapna sethi,2025-08-20T12:56:53Z
5,My Indian Shopping,I absolutely love shopping on Myntra,Maks9,2025-08-18T10:44:06Z
5,Good,Very good products,safnamunna,2025-08-15T17:08:17Z
5,Good service with good offfer,Its will be my first experience with myntra and i saved 45 rupees for my next order and got discount as well in mini order as well …,Farhad pathan,2025-08-15T01:17:21Z
5,Gold coins,Good looks,Nilay s patel,2025-08-14T07:57:58Z
5,Nice,Good,Nagaswathi143,2025-08-11T19:53:49Z
5,Rakhi,"Myntra always deliveries clothing or Rakhi on time.tracking was showing that it will be delivered on August 9th and I was worried if it will reach on time coz Rakhi is on 9th and what if it will reach late in the evening but I think Myntra knows that every sister wants to send Rakhi on time to her dear brother and my order got delivered on August 8th.thank you very much for sending it on time.Myntra is 
Best shopping and awesome customer service!
Thank you!",PurniShop,2025-08-08T12:51:10Z
4,Best quality,Super cute,Abawgi,2025-08-07T13:20:47Z
5,Excellent,Easy - quick - reliable,tinaicfaipune,2025-08-07T03:53:24Z
5,Quality,I  ordered this to my father and I really loved his compliments for me to choosing this shirt .,Pranathi rami reddy,2025-02-28T05:47:41Z
5,Favourite shopping app,Myntra has never disappointed us,Shon98765,2025-02-26T15:27:36Z
5,Love,Excellent collection and service,Teny krishna,2025-02-18T13:17:30Z
5,So Beautiful!!,"Can’t believe how beautiful this necklace set is!! I ordered 7 pieces for 7 bridesmaids to wear… the muted yet beautiful gold color, design with the tiny elephants, craftsmanship and sheer elegance of this set is fabulous! Love Love Love ❤️",Piyal SG,2025-02-16T12:45:30Z
5,Good,Super,nish866,2025-02-14T09:30:09Z
5,Beautiful Dress,I really loved the dress!!,Manya_08,2025-02-13T06:52:56Z
5,Nice,Very good,Jr Suman,2025-02-12T19:59:39Z
5,Very nice red dress,"Beautiful clothes, nicely stitched dress, fits well 👍",Seema408,2025-02-12T14:53:20Z
5,Best apparell app for GenZ’s,"The best collection you could purchase, at very best price, with hassle free returns",Praveen656,2025-02-12T06:35:00Z
5,Quality Clothing with great service,Great customer service and the delivery agent was very helpful responsive and a greatest asset to the company,Agent 111,2025-02-11T14:41:23Z
5,But it,I love it,Banty K,2025-02-09T23:40:07Z
5,Comfortable,This kurta set is so comfortable that It doesn’t feel like you are wearing it. Breathable fabric pure cotton,uvi13,2025-02-05T10:39:03Z
5,Beautiful kurtha,The kurtha is beautiful and the cloth is good,Srujana’s,2025-01-29T04:03:58Z
5,Suit,Beautiful and perfect fitting,Bb_sam,2025-01-28T14:43:52Z
5,❤️🖤🖤,Nice one,Saiman jena,2025-01-27T12:21:34Z
5,A pleasure,These sandals are super comfortable and easy to put on and off. Style and size were accurate.,Surya 108,2025-01-22T06:07:31Z
5,Product Quality,Really good product for daily use,Vishal_Poddar,2025-01-19T17:23:18Z
1,Poor customer service,Poor customer service. I have received my order with missing items and was told to reorder and pay extra,Ulos321,2025-01-12T08:08:12Z
5,Myntra always best,I love shopping Myntra always,RamyahRavi,2025-01-12T00:08:01Z
5,Very good collection,I am able to find all types of fashion accessories and clothing,Enigma_288,2025-01-11T17:29:06Z
5,MIRAGGIO TOTE BAG,A very classy and authentic product i recieved worth the price 👌 A highly recommended online shopping app❤️,Angel (🇵🇭),2025-08-06T01:01:40Z
5,Comfortable top,Fabric is soft and comfortable,HappyCustomer005,2025-08-04T00:16:03Z
5,H,This set to too good and very stylish,HTS123abc,2025-07-30T15:57:54Z
5,The best site,"I love Myntra 
I trust the quality and consistency of their products also the customer care service is super amazing. It’s my go to thing always without any doubt",Dr.Pratishtha Sharma,2025-07-30T08:53:07Z
5,I love shopping at myntra,5/5,malujags,2025-07-29T15:05:32Z
5,Exceptional quality,"First pair I order was to big, we ordered an exchange and it came very fast. The product is great and good quality.",jamir sophie,2025-07-28T05:16:05Z
5,Loved it,Just as described on the website.,Deera07,2025-07-27T10:18:30Z
5,Great options and delivery,"I always shop on Myntra. Great collection and on time delivery 
Return is also easy.",JI1925,2025-07-25T11:24:15Z
5,Easy navigation great site,Good app would def recommend,Sunvij,2025-07-25T06:55:57Z
5,Great shopping,Have shopped several times. Good products nd great pricing. Awesome delivery and customer service,Enraam,2025-07-23T11:07:49Z
5,Beautiful dress,Very beautiful!!!,Geethusangs,2025-07-22T08:26:11Z
5,Mr,Awesome! Myntra is love.,Zee Alam,2025-07-20T17:00:40Z
1,First they cancel my order then when i replace my same order they increase it’s prices,1 star,Preshan bacha,2025-07-19T06:21:53Z
5,Great App and 100% Genuine!,"I’ve been using the Myntra app for a while now, and it’s been a fantastic experience. The app is user-friendly, offers a wide variety of brands, and the delivery is always on time. The products are 100% genuine, and the return/refund process is smooth and hassle-free. I highly recommend it for anyone looking for a reliable online shopping platform for fashion and lifestyle products!",Praky123,2025-07-17T13:37:41Z
5,Awesome,"This one is stylish , just get it",vodalove,2025-07-16T04:02:06Z
5,Simple nice scarf,"Pure cotton, simple scarf of elegant design. Brought to wear with a salwar instead of a dupatta. Can’t wait to see it paired with the kurta.",Bipasha_Basu,2025-07-16T01:51:07Z
5,As good as it looks,A good buy,Goldie_24,2025-07-13T18:52:12Z
5,Very good experience,Shopping and returning are very easy and hussle free,sushil4700,2025-07-13T12:32:37Z
5,Great product,The quality of this t shirt is amazing.,Aanzipanzi,2025-07-12T13:24:26Z
5,Shopping,Excellent quality and on time delivery,Really blow,2025-07-11T03:34:35Z
4,Good collection,Good options available in affordable rates,Dev-2134,2025-01-11T08:43:41Z
5,Myntra is the best!,Great shopping experience and seamless user interface!,Honey phoenix,2025-01-10T18:23:13Z
5,Puma shoe,Good quality,ckancha,2025-01-09T14:38:13Z
5,Amazing app,Love the variety,Kaya1426,2025-01-08T17:47:16Z
5,Nice app,It is very best app for fashion,Godspeed_ff,2025-01-05T04:06:24Z
5,"Nice product, good fit",I was reluctant while ordering this product but it fits perfect and the color is as displayed on the website. Thanks for the on time delivery.,Punva Pednekar,2025-01-04T15:42:01Z
5,Unlimited variety,Sexiest shopping app for indians. Search anything,jkk1123,2025-01-04T09:46:59Z
5,Wild horn bag,Quality is good,Sree65@,2025-01-01T03:28:54Z
5,jumpsuit,very pretty,shimii**,2024-12-29T04:12:54Z
5,Good quality,Looking nice & quality is also good,Vedika123,2024-12-28T04:12:18Z
1,Account disabled for no genuine reason,My account was disabled for no genuine reason. I asked for the reason and they pointed me to terms of use. I questioned which terms were violated and the support team said “we dont have that information “ When asked to transfer to supervisor and escalate issue the supervisor said we dont have access to reasons. So they disable accounts when you want to initiate a refund to prevent loss of revenue which is an accounting scam and fraud. Indian government should take a note and should audit myntra,camuserios,2024-12-27T07:32:04Z
2,Lack of price filters and Ads,Lack of price filters and some other critical filters make the shopping tedious. Also in filtered search there are a lot of ads making overall experience poor.,No nickname789,2024-12-24T21:09:44Z
4,Great App and Service by Delivery Partners,So far impressed by the service by delivery partners and ease of use of the app.,BMGh702,2024-12-24T07:38:49Z
5,"One of the most exceptional app, be it the interface and the features","Awesome app , exceptional technical capabilities , You guys are world class",ArviSindhu,2024-12-21T18:57:00Z
5,Go,Good item,Arush Agrawal,2024-12-19T21:09:17Z
5,Very good,Thanx,mohan khandelwal,2024-12-18T09:55:30Z
5,Shoe shopping,V good,Pratik Niture,2024-12-18T07:31:42Z
5,Best,Mintra app is the best,thanks to myntra,2024-12-17T13:16:38Z
5,Great,Good,Nick_00009,2024-12-14T02:03:13Z
5,Product review,Very good product and am loving it ♥️,sugukavin,2024-12-13T16:45:58Z
5,Love Myntra offers,"Myntra has huge connections with amazing price offerings.
The delivery and return is also quick 👍",$deiplata@,2025-10-02T15:37:25Z
5,Fashionista,Using this app since 2015,Very x5 good,2025-10-02T12:01:18Z
5,Best,Superb quality,Hejebevwh,2025-09-30T07:17:55Z
5,Amazing,Totally happy with the service and products,Rukku!,2025-09-29T13:04:20Z
1,App not loading and very slow,Taking forever to load app and products. Most of things are not working on fiber optic internet speed. Website however works at same time.,Atul Barve,2025-09-26T02:32:42Z
5,Love,Loce,Love ttttuyy,2025-09-25T17:34:11Z
1,Fraud Products,"There might be some fraud products that Myntra sells. Because almost 7 products got canceled by it’s own without my concern, and I was waiting for it for so long. And now I’ve been waiting since 11th of September, for a product: “Puma FUTURE ARCHIVE Bagpack” today it’s 24th September. I tracked the product it’s roaming around Ludiana to Chandigarh, Chandigarh to Ludiana, again Ludiana to Kharar, Kharar to Chandigarh and again to Mohali, Mohali to Ludiana again. Which means it will roam around there, seems like a fraud product.",Subrod,2025-09-24T05:54:57Z
5,Myntra,Myntra is the best online shopping ♥️,Saii ch,2025-09-22T22:01:56Z
5,Best offers,I got everything I want for best price during sale and happy with my purchases.,SwethaRupa,2025-09-22T06:28:27Z
5,Happy moments,I have a good experience with Myntra shopping. The prices are so affordable. I’m happy with shopping by Myntra,dilshadck,2025-09-21T17:52:34Z
5,Head chain,Ausm product,D€£P,2025-09-15T12:58:24Z
5,Best option for online shopping,Customer friendly  and reliable platform for online shopping.,Padmomanani,2025-09-14T14:55:59Z
5,Shoes,Nice and comfortable shoes,Akshataanvy,2025-09-14T12:30:20Z
5,i love this product,good,geembu,2025-09-14T07:16:11Z
1,Use ti be a good site,I am a loyal customer of Myntra for over a decade now. But recently its been not so good site. I have come to hate customer service and the way to contact them. Also multiple pickup agents show up at ur door to pick up and fraud is being done.. Situations are very disappointing and super inconvenient.. lost over 3000 RS. In all these would now never use again. it’s a fraud site.,joohik,2025-09-12T08:36:01Z
5,Awesome,Many products at best price,Resha29,2025-09-11T12:55:09Z
5,Pretty top,Pretty looking top.. goes well with whole denim and blue jeans too,archive folder,2025-09-10T15:37:44Z
1,Worst app,It’s so irritating that this app doesn’t load if we do not use it for 1week and we need to always uninstall and install it for it to work properly... by dng this we will loose all the items we added in our cart ..the way this app works it’s better we choose some other platforms for online purchase.,ApparentUser,2025-09-08T08:09:16Z
5,Good,Good,Geeth12$@,2025-09-07T10:35:47Z
5,Fabric diapers : Awesome,Awesome product. It’s o soft and still soft after many washes.,Shivaansh Vashisht,2025-09-05T04:01:08Z
5,I LOVE MYNTRA,"Oh my GODDDD 
ONE
OF THE BEST APPS OUT THERE 
THE SHERE AMOUNT IF DISCOUNTS IS “UNBEATABLE”
The return policy IS SOOOO GOOD Omg they come
Home take your product and the amount is returned in hours if not minutes sometimes

I love the UI of the app 
Sometimes I wish there was a dark mode just coz I scroll a lot at night but it’s COMPLTELY FINE 
THERE ARE MULTIPLE BRANDS AVAILABLE FROM BUDGET RANGE TO LUXERIOUS PRODUCTS 

Overall I love Myntra 
It’s a 5 star 
Totally in love with the experience 
AND I WOUOD DEFINETLY RECCOMD YOU TO QUIT ON AMAZON AND SHIFT HERE
10/10",Rayan D Samson,2025-07-09T14:26:38Z
5,Amazing,One of the best online shopping apps outstanding,Ladla Nishad,2025-07-07T16:11:40Z
5,Very nice,"I liked it 😊
First 2..3 times wash separately then machine wash",A Ritu,2025-07-05T14:55:34Z
3,Positive,I love the app and the products are authentic,Plaban Ghosh,2025-07-01T10:30:14Z
5,Favourite online App ever,Best app to purchase items at affordable rates and high quality,Ishah_,2025-06-30T08:58:59Z
1,Scam company,"They say you can return an item if it doesn’t fit. But they will never pick up the return, so you will never get a refund. Support claims to address the issue and the next return will be picked up. But it never is.",akda5id,2025-06-29T15:00:45Z
5,Good for fashion,I using this app for several years it’s been very helpful to me with recommending shirts and pants,Prajwal T,2025-06-29T12:32:47Z
5,Soothing fabric,I got this for my vacation. The fabric is very soft and has a good fit. Value for money.,Deepali17,2025-06-28T17:12:59Z
5,Good,Please don’t expect good customer support. Rest are okay,P37$!,2025-06-25T07:23:15Z
5,Yellow floral Embroidered dress,The quality of the dress is really good and I love the material,Sushmitha Salian,2025-06-24T14:43:36Z
5,Amazing,"Its very stylish and comfy, love it!!",Priya_dharshini23,2025-06-22T14:16:55Z
5,Best app for shopping,Love it!,RuuKoo31,2025-06-22T07:42:08Z
5,Shopper Bobby,Easy to shop for good products and easy returns,Bobby Seeker,2025-06-20T06:15:24Z
5,Very comfortable must buy,Must buy,sneh108,2025-06-20T05:32:34Z
5,Nice,Very nice,Rana kabu,2025-06-19T10:37:38Z
1,Disappointed,"I order 2 shirt from h& m for the first time from this app its been almost amonth now  , but i still didn’t get my order and i got message so many times that my order is out for delivery and hoping that will get it but when i check the apps it always said failed attempts when i dont get even a single call from delivery partner i dont know why this is firt experience from any online shopping happening like this to me.",On xok so falls,2025-06-19T10:22:14Z
5,Excellent app,I am using Myntra almost 15 years,amitohi,2025-06-19T03:37:58Z
1,Debited the purchase amount twice,Once when I purchased an item the payment went through and was deducted twice. On reaching out to customer care they redirected me to the bank and on contacting the bank they redirected me to Myntra. On reaching out to Myntra customer service the refund was not processed and I lost 1000INR. Not gonna order anything again.,Hazelberryyy,2025-06-15T15:44:52Z
5,Best,My favorite shopping app,rko401,2025-06-14T12:48:27Z
5,Great app,Great fashion app for online shopping,None1234511,2025-06-11T02:42:01Z
5,Nice worth it,Nice worth it,hem ning,2024-12-13T03:27:57Z
5,Good service,Good,Arshu0076,2024-12-12T12:01:54Z
5,Cute little dress for pear shape figure,Beautiful color and fit/ 47 age weight 68 kgs,Ranu09001,2024-12-12T06:09:16Z
5,Here and now,Super,मोहम्मेदशफ़ी,2024-12-09T18:25:00Z
1,Incompetent,"I requested to cancel an order which i didn’t want anymore and the customer care executive said to just refuse the order on delivery. But when delivery came, the delivery agent said i could not refuse it since it was already paid for , and asked me to create a return request instead. Now i cannot return the product which i don’t want , at such a high price .",Ayesha Mm,2024-12-09T11:36:20Z
5,Thank you myantra,All products are original,Xhngbm,2024-12-06T19:14:04Z
5,Good product,Shopping in Myntra is my great experience,Patpingua,2024-12-06T16:53:50Z
1,Bad app,"Too bad app, there is no human working for service center, I wish I could give zero star mark",Rthaware,2024-12-06T16:30:26Z
5,Excellent,Good,Daniyal1297,2024-12-04T13:26:36Z
5,Delivery and material,I like the kind stuff you deliver I am satisfied with it,bhuvnaya,2024-11-30T17:25:40Z
5,Nice app,Good app. Great service,Kioskdki,2024-11-30T15:25:07Z
5,Excellent products,Price range worth it,Vmartis,2024-11-29T20:52:00Z
5,Ms,Nice,Vailoor,2024-11-29T04:26:13Z
5,great product,great product,PYRyadav,2024-11-27T08:57:00Z
5,Amazing Choice! Great Prices!,"Fun to use the app and explore the different colors and styles, all available at affordable prices.",Sheetal1706,2024-11-26T20:03:37Z
5,Excellent,I love the app. It’s easy to use in every possible way. Keep up the good work !,Sejal J.D,2024-11-26T18:52:59Z
1,Non responsive customer service,"I had three orders delivered that were different from what I had ordered. When I used the app options to return them, the delivery person refused to pick them up saying they are different and to contact customer service (even though the option selected for return was that I received a product that didn’t match description.) I have since contacted customer service multiple times and been told that it will get resolved soon, but it hasn’t been so far. It’s now been almost two months. Also, I am a Myntra insider based on the amount of orders I had placed and I still get this kind of service. Now I am considering not buying anything from Myntra again.",Andromeda2.2,2024-11-24T19:24:06Z
5,Myntra is good as per returns and quality,Super I never had thought about the quality and returns on Myntra . It’s too good that ur money will never be stuck refund in same day. Customer friendly. Charges are high since they provide quality and service to customer to look into products and return is easy.,Dipika Tada,2024-11-23T09:55:35Z
5,Good service,Nicee,Ishiaxhvbmn,2024-11-19T18:46:41Z
5,Very easy app,"Very easy to navigate, have good collection of stuff",Neha@A.,2024-11-19T17:45:33Z
4,Dress,Good,Tanu27_,2025-06-08T17:32:59Z
5,Loved it,I cannot say how happy i am using this app,Afreen abad,2025-06-04T22:13:44Z
5,Nice soft fabric,Looks very chic and casual. Soft fabric,Sunny 2018,2025-06-04T11:39:25Z
1,Worst customer service and lots of quality issues,"Avoid buying from random sellers, if possible avoid buying from myntra altogether. Myntra doesn’t care about the quality those sellers are providing. Return experience is even worst. Nobody came for return and return was cancelled multiple times by them. Horrible customer care service. Not happy at all.",amnakush,2025-06-03T10:02:33Z
5,Love this kurta,Awesome,MK Dli,2025-06-03T07:35:16Z
5,Shopping app,"Best app for online shopping  ,loved it",Jayamanjul,2025-05-30T20:02:18Z
4,The Product,Is so wow,Bikash heisnam,2025-05-29T09:35:10Z
3,Good,Myntra,Fendo777,2025-05-28T15:24:20Z
5,Nice,Ni e,Naga karri,2025-05-27T17:53:42Z
5,Damench,Good,Bisker mutum,2025-05-26T12:30:39Z
5,Awesome,"So cool, collections are very good.",La ilaha illalah,2025-05-26T01:56:07Z
1,Fraudulent and disingenuous,"I bought a 20000 INR suit for business purposes. The product was sent like garbage, bundled into a wrinkled blob. Needless to say, I wanted to return it. The app didn’t have the option of return. Tried to call their helpline, the corresponding button doesn’t work. Tried chatting, no messages are going through. Bloody criminals!! I spend 1.5 lacs in total in the last 10 days on Myntra due to a relocation coming up, now I strongly regret it.",Oonga Appa,2025-05-23T08:40:25Z
5,Excellent,Very good products,BANDARU GARDENS,2025-05-19T13:51:12Z
5,Best app for all your fashion needs,Awesome app,Thenashok,2025-05-19T04:04:54Z
5,Nice,Worth of money,alokansha,2025-05-17T17:48:46Z
5,Amazing,"Really loved it, giving a good shape to body. You look slim in this.",Akanksha Agnihotri,2025-05-13T03:43:20Z
5,Amazing app,Amazing user friendly app with vast range of good quality clothes. Love the experience!,dips_pika,2025-05-11T04:16:12Z
5,Love that,It’s a amazing,Mkadekar,2025-05-10T10:17:32Z
5,Always best,Good collection and Rate affordable,jineemon,2025-05-09T10:22:28Z
5,I m very happy,So beautiful so nice 👌don’t delay buy it now 😊,Nav sim,2025-05-08T14:48:02Z
5,Very good product,Very comfortable and stylish design.,prajakta B,2025-04-14T18:58:10Z
5,Five Stars,I am giving 5 stars,Yashnegi007,2025-04-09T16:12:43Z
5,Ethnic wear,Beautiful dress and material. My daughter loved it. It came exactly the same color i saw it on the website so truly happy 😀,Vandysia,2025-04-07T18:42:13Z
5,Off white ensemble,It looks so cool for summer,d_mita_,2025-04-06T11:13:14Z
5,AMAZING experience,It’s always an excitement for myntra products it’s a lovely app for all the purchases.,Kch b haan,2025-04-04T15:04:01Z
5,Wonderful fabric,Fabric is too good,Minny milky,2025-04-01T20:17:48Z
5,Pretty,I give 5star 🤍🤍,Naina Dorjee,2025-03-31T09:45:13Z
5,Best,Best,snapdidi,2025-03-27T14:49:41Z
5,Good,Preferred,Srilakammal,2025-03-27T09:29:48Z
5,Hawkins dosa pan,5,Moureddi,2025-03-27T02:02:51Z
5,Jaya,Very good party dress to wear during summer … material is good quality cotton..,Aadya Rakesh,2025-03-22T21:13:25Z
1,Worst Customer Service – Myntra Takes Customers for Granted,"Worst Customer Service – Myntra Takes Customers for Granted!

I have been a loyal Myntra customer, but their service has gone downhill. Their customer support is rude and dismissive, and they close cases without proper resolution. Returns have become a nightmare, with unnecessary hurdles and hidden fees. Instead of helping, their representatives try to fool customers and talk arrogantly. It’s shocking how they treat people who have trusted their platform for years. Myntra seriously needs to fix this, or they’ll lose more customers.",Tanya Wankhede,2025-03-20T17:51:16Z
5,Rubans studds,Suberb quality sold by Myntra,Parmita kar,2025-03-19T04:34:18Z
5,Best Indian clothing shop,Great ethnic designs at fair prices,nits.nar,2025-03-17T17:13:35Z
5,The Best App,The Best App for shopping.. thank you Myntra😍,Varam7669,2025-03-17T15:55:51Z
5,Easy shopping,"It’s an awesome app, one stop shop for everything. Love it",p.patil,2025-03-11T06:12:26Z
5,Amazing products. Reliable returns,I have been shopping on Myntra for more than 10 years and have had amazing experience. Can rely on reviews and easy returns. Highly recommended.,VandNyal,2025-03-09T18:32:26Z
5,Satisfied,Good at this price . One must go for it,Jazkaurrr,2025-03-09T07:34:56Z
5,Very good app,Very good app,Gopinihal,2025-03-01T19:32:09Z
1,Worst experience with customer care,"They don’t support using VISA credit cards. I have a US based credit card that requires a billing address zipcode different from my delivery address zip. The app doesn’t let you enter this. Whereas an apo like swiggy is able to provide this option. The customer service is very hard to connect to an actual person, they don’t help either.",Sparka27,2025-02-28T07:04:55Z
5,Roadster cargo,Good,innusarah,2025-05-06T13:15:39Z
5,Nyc site,Nice shopping site with quality products,Ginny1187,2025-05-06T01:51:06Z
1,Cheats at delivery. Multi items in one shipment,"For multiple items in one shipment, ensure all items are there. They cheat my saying delivered with one or two. And mark as delivered. No refund or resolution.",Myreview101,2025-05-04T11:56:11Z
5,Love Myntra,All the products are good,ShriTexas,2025-05-04T05:10:53Z
5,Good,Good,tarun bhalla,2025-05-03T05:20:24Z
5,Love myntra,Good variety and discounts,Sarrrrqyquj,2025-05-03T04:02:52Z
4,Niceeee,Best….,priyanka godara,2025-05-03T01:55:20Z
5,Very nice,Nice and comfortable,Sus chy,2025-05-03T00:02:42Z
5,Nice app,Really like this app and authentic products,Pranay kapse,2025-05-01T16:02:10Z
5,Glass,I loved it. The size is perfect for soda or juice or even for water also.,Sanj Jaiswal,2025-04-27T22:54:11Z
5,T shirt,Good product,Avi raaj,2025-04-27T03:47:53Z
5,Amazing,Amazing,Bloticontua,2025-04-26T21:22:12Z
1,Dont chose the option for - no return required to get the discount,"So this product - Roadster track suit set- the pants part was used by someone MULTIPLE TIMES, as it had bubbles and stain as well. And this was sent to me as a new product . Unfortunately I couldn’t return it. Because I chose that no return option for this purchase. Maybe thats why myntra sent me someone’s returned item. Very clever. And congratulations on losing a long time user of your app.",sv08july,2025-04-26T10:41:31Z
5,Awesome fashion online store,Prices are unbelievable with the quality of the products,mymddy,2025-04-26T08:30:32Z
5,Love Myntra,Variety of products available,exclusive collection,2025-04-25T22:01:09Z
1,Stay away from Myntra,Stay away from Myntra. Worst customer service ever. They deliver wrong products and never provide refund,HateMyntra,2025-04-22T04:44:20Z
5,I love this shop,"Myntra is reliable and treats their customers with respect and care. I’ve never had an issue in all the years I’ve been shopping with them. 
  Thank you for making a pleasant and enjoyable shopping experience online. It’s usually hit or miss. With Myanta it’s always a bit HIT.",Jamunajal,2025-04-18T09:17:57Z
5,Pratibha,"I like the look, flare is wide and the fabric is cotton blend. Overall decent dress for summers. :)",Evaa@01,2025-04-18T07:06:28Z
5,Return exchange and delivery fast and eazy,Its great loved it,huaipi_07,2025-04-15T16:36:38Z
5,Good,Use it and get it know,GhostAlphaX,2025-04-15T07:01:27Z
